TAXID,SAMPLE,SEQUENCE_ID,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,COVERAGE_PCT,IDENTITY_PCT,DATABASE,ACCESSION,PRODUCT,RESISTANCE,NAME
4641,A55,d6aaf617-f485-45ce-b018-ba3c8b9f4aa8,1536,2419,-,RAHN-1,1-888/888,========/======,14-Sep,98.99,90.26,card,NG_049975.1:100-988,RAHN-1 is a RAHN beta-lactamase.,cephalosporin,Musa acuminata
1763,S22,daecf442-469e-43e2-88e5-48598fb61ef0,2672,3009,-,YajC,1-339/339,========/======,13-Jul,97.94,84.06,card,VAOQ01003483.1:0-339,YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.,cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline,Mycobacterium
1775,A52,f5c8ec6a-087a-4f6a-9063-858c4d0997e9,682,1560,-,RAHN-1,1-888/888,========/======,14/21,98.31,89.48,card,NG_049975.1:100-988,RAHN-1 is a RAHN beta-lactamase.,cephalosporin,Mycobacterium cookii
2903536,S10,c511b6fd-4cee-439f-9b3e-59908365957e,3342,4532,+,smeA,1-1192/1197,========/======,16/23,98.58,85.54,card,AF173226.1:2558-3755,smeA is the membrane fusion protein of the smeABC multidrug efflux complex in Stenotrophomonas maltophilia.,aminoglycoside;cephalosporin;cephamycin;penam,Mycobacterium sp. 20KCMC460
2903536,S10,c511b6fd-4cee-439f-9b3e-59908365957e,1823,3227,-,smeS,1-1404/1404,========/======,15/21,99.29,89.47,card,AF173226.1:2441-1037,smeS is the protein kinase sensor component of a two component signal transduction system that includes smeR.,aminoglycoside;cephalosporin;cephamycin;penam,Mycobacterium sp. 20KCMC460
2903536,S10,c511b6fd-4cee-439f-9b3e-59908365957e,1137,1826,-,smeR,1-686/690,========/======,10-Jul,98.99,90.04,card,AF173226.1:1041-351,smeR is the responder component of a two component signal transduction system that includes smeS.,aminoglycoside;cephalosporin;cephamycin;penam,Mycobacterium sp. 20KCMC460
2867005,S30,bbcb5d8c-24d1-4303-af37-5182e9f69b27,992,4136,+,MexF,1-3147/3189,========/======,52/86,97.3,83,card,AE004091.2:2810008-2813197,MexF is the multidrug inner membrane transporter of the MexEF-OprN complex. mexF corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: mexF/mexB) and 4 loci in Pseudomonas aeruginosa LESB58 (gene name: mexD/mexB).,diaminopyrimidine;fluoroquinolone;phenicol,Mycobacterium sp. IDR2000157661
2099695,S25,729c94ae-d82d-41a0-843d-fc3d92923e91,15061,15385,+,YajC,1-329/339,========/======,26-Dec,92.63,81.77,card,VAOQ01003483.1:0-339,YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.,cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline,Mycobacterium sp. ITM-2016-00316
1774,S22,dabd7014-8a57-4643-8ec8-b69ada65ca69,847,2128,-,pilR,49-1328/1338,========/======,21/38,94.32,80.61,vfdb,NP_253237,(pilR) two-component response regulator PilR [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],NA,Mycobacteroides chelonae
3064287,S36,9301efaa-d338-4e58-81da-70f22c7ce206,1229,1975,-,crc,7-765/780,========/======,18/26,94.87,81.46,vfdb,NP_254019,(crc) catabolite repression control protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],NA,Mycolicibacter sp. MU0083
1249101,S25,caf039ad-4536-4786-afba-88c329066916,1091,1449,+,pilZ,8-357/357,========/======,17-Sep,96.92,81.82,vfdb,NP_251650,(pilZ) type 4 fimbrial biogenesis protein PilZ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],NA,Mycolicibacterium celeriflavum
444597,A27,da2ea912-4712-4727-95c9-547372cbe921,1442,2285,+,Erm(36),1-846/846,========/======,14-Sep,99.05,97.07,card,AF462611.1:0-846,ErmD confers MLSb phenotype.,lincosamide;macrolide;streptogramin;streptogramin_A;streptogramin_B,Mycolicibacterium insubricum
212765,S36,6c5768ce-7e39-4f34-b81d-8ea4625c4576,1130,1303,-,rsmA,7-186/186,========/======,6-Apr,93.55,81.11,card,AF061757.1:834-1020,rsmA is a gene that regulates virulence of Pseudomonas aeruginosa. However its negative effect on MexEF-OprN overexpression has been noted to confer resistance to various antibiotics. It's Escherichia coli homolog is csrA.,diaminopyrimidine;fluoroquinolone;phenicol,Mycolicibacterium madagascariense
710685,S36,70d77b9c-1844-483d-b4ef-423a08f67e08,159,1149,+,pilT,1-995/1035,========/======,22-Oct,94.88,85.96,vfdb,NP_249086,(pilT) twitching motility protein PilT [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],NA,Mycolicibacterium rhodesiae NBB3
710685,S36,70d77b9c-1844-483d-b4ef-423a08f67e08,1250,2344,+,pilU,1-1101/1149,========/======,16-Dec,94.87,85.62,vfdb,NP_249087,(pilU) twitching motility protein PilU [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],NA,Mycolicibacterium rhodesiae NBB3
2818505,S25,dfd38a21-a9b2-424a-9abd-7d50d26977c3,9342,9681,+,YajC,1-336/339,========/======,12-Jun,97.94,82.27,card,VAOQ01003483.1:0-339,YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.,cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline,Myxococcota
1071378,A53,85015ce1-a504-4489-aff8-774e60186785,536,1033,+,hcp/tssD,1-492/492,========/======,6-Jan,100,83.73,vfdb,WP_002902160,(hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044],NA,Naumovozyma dairenensis CBS 421
320497,S19,cfb679b7-f392-4fcc-809c-b144e1e4be5a,9829,10595,+,crc,1-765/780,========/======,16-Dec,97.18,81.65,vfdb,NP_254019,(crc) catabolite repression control protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],NA,Neoasaia chiangmaiensis
572307,S21,662d3a4f-859a-4533-9461-4d182f3fb107,427,1426,+,rep14a_4_rep(AUS0004p3),1-1010/1026,========/======,20-Dec,96.98,89.95,plasmidfinder,CP003354,rep14a_4_rep(AUS0004p3)_CP003354,NA,Neospora caninum Liverpool
2126321,S28,853b95d6-19df-44c7-9136-6bc25ca14617,3889,4015,+,Col(pHAD28)_1,1-129/131,========/======,4-Mar,96.18,83.08,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Nissabacter sp. SGAir0207
2126321,S28,b6792ba1-3295-4ee7-9efe-38d716606836,3963,4090,+,Col(pHAD28)_1,1-129/131,========/======,1-Jan,97.71,83.72,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Nissabacter sp. SGAir0207
2126321,S28,7654bb6e-d2e2-4810-8218-e36e9e3553bc,3589,3873,+,Col440II_1,2-281/282,========/======,7-Mar,98.94,83.22,plasmidfinder,CP023921,Col440II_1__CP023921,NA,Nissabacter sp. SGAir0207
2126321,S28,e50806fe-5812-4011-a08a-e1afc1cab39f,4779,4905,+,Col(pHAD28)_1,1-129/131,========/======,4-Mar,96.18,80,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Nissabacter sp. SGAir0207
2126321,S28,e50806fe-5812-4011-a08a-e1afc1cab39f,3875,4155,+,Col440II_1,2-281/282,========/======,7-Apr,98.23,83.45,plasmidfinder,CP023921,Col440II_1__CP023921,NA,Nissabacter sp. SGAir0207
2126321,S28,7654bb6e-d2e2-4810-8218-e36e9e3553bc,4490,4618,+,Col(pHAD28)_1,1-129/131,===============,0/0,98.47,86.82,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Nissabacter sp. SGAir0207
2126321,S28,b6792ba1-3295-4ee7-9efe-38d716606836,3067,3340,+,Col440II_1,2-281/282,========/======,12-May,96.1,80.92,plasmidfinder,CP023921,Col440II_1__CP023921,NA,Nissabacter sp. SGAir0207
1817,S19,2b8abc71-a286-4e8d-8ec9-4703139e1fd6,907,1329,-,PA1464,28-464/480,========/======,16-Oct,87.92,80.36,vfdb,NP_250155,(PA1464) purine-binding chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],NA,Nocardia
228602,S2,1ed668c7-e066-4c42-865d-c43f99270ae4,745,3863,+,AxyY,1-3138/3138,========/======,41/69,98.6,85.58,card,AFRQ01000061.1:27124-23986,AxyY is the periplasmic adaptor protein of the AxyXY-OprZ efflux pump system in Achromobacter spp.,aminoglycoside;cephalosporin;fluoroquinolone;macrolide,Nocardia arthritidis
228602,S25,810e5c3f-bf5a-4365-b89b-cd1506d70eb7,5576,5732,+,rsmA,1-158/186,========/====..,1-Jan,84.41,82.91,card,AF061757.1:834-1020,rsmA is a gene that regulates virulence of Pseudomonas aeruginosa. However its negative effect on MexEF-OprN overexpression has been noted to confer resistance to various antibiotics. It's Escherichia coli homolog is csrA.,diaminopyrimidine;fluoroquinolone;phenicol,Nocardia arthritidis
37329,S25,10e2e147-2a5b-4c8c-8864-3481081c3f2f,9057,12096,+,MexK,6-3057/3078,========/======,44/78,97.69,82.5,card,AE004091.2:4119265-4116187,MexK is the inner membrane resistance-nodulation-cell division (RND) transporter in the MexJK multidrug efflux protein.,disinfecting_agents_and_antiseptics;macrolide;tetracycline,Nocardia farcinica
160826,S36,d973f221-9db3-4406-b098-70cef920a24d,786,2210,+,tssC,51-1476/1476,========/======,17-Nov,96,84.66,vfdb,NP_250349,(tssC) type VI secretion system contractile sheath large subunit [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],NA,Nocardioides aquaticus
2589074,S36,7e6c6d26-8a62-4299-83b1-3446f2983d89,571,1716,-,pilU,1-1149/1149,========/======,3-Jan,99.74,89.3,vfdb,NP_249087,(pilU) twitching motility protein PilU [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],NA,Nocardioides sambongensis
2013,S11,e7b51404-ba9b-4dad-b8bb-c0aed0030e0d,10295,11534,+,tet(42),1-1241/1287,========/======,17-Sep,95.73,87.27,card,EU523697.1:686-1973,Tet42 is a tetracycline efflux pump found in both Gram-negative (Pseudomonas) and Gram-positive (Microbacterium Bacillus Staphylococcus Paenibacillus) bacteria.,tetracycline,Nocardiopsis
906888,A51,db650b77-e4b4-42c7-b391-0cd2f4898b65,5909,6540,+,CRP,1-633/633,========/======,7-Mar,99.37,81.76,card,AP009048.1:4154296-4153663,CRP is a global regulator that represses MdtEF multidrug efflux pump expression.,fluoroquinolone;macrolide;penam,Nonlabens ulvanivorans
1813880,S2,71b55072-96ef-41db-bc65-0cdf8aa03687,518,3372,+,AxyY,1-2872/3138,========/=====.,38/71,90.12,85.72,card,AFRQ01000061.1:27124-23986,AxyY is the periplasmic adaptor protein of the AxyXY-OprZ efflux pump system in Achromobacter spp.,aminoglycoside;cephalosporin;fluoroquinolone;macrolide,Nostocoides sp. HKS02
210225,S10,1f9cde38-bb99-4523-a830-ac0b66c0239a,2236,2994,+,ErmB,1-747/747,========/======,20-Dec,99.46,95.41,card,AF242872.1:2131-2878,ErmB confers the MLSb phenotype. Similar to ErmC expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present it binds the leader peptide causing a change in conformation allowing for the expression of ErmB.,lincosamide;macrolide;streptogramin;streptogramin_A;streptogramin_B,Nymphaea colorata
210225,S10,3d629c50-daed-4f68-9f02-81b5c39c394e,1170,1915,+,ErmB,1-747/747,========/======,23/39,97.32,89.16,card,AF242872.1:2131-2878,ErmB confers the MLSb phenotype. Similar to ErmC expression of ErmB is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present it binds the leader peptide causing a change in conformation allowing for the expression of ErmB.,lincosamide;macrolide;streptogramin;streptogramin_A;streptogramin_B,Nymphaea colorata
158386,A29,6b0173f7-2809-4a21-b4cb-a87977fcf5bb,398,1399,-,rep21_1_rep(pWBG754),1-999/999,========/======,11-Aug,99.6,92.15,plasmidfinder,GQ900396,rep21_1_rep(pWBG754)_GQ900396,NA,Olea europaea var. sylvestris
158386,S3,47e3584c-ebbe-4390-b1cd-b47445ddf3ce,905,1010,-,Col(pHAD28)_1,1-107/131,========/====..,1-Jan,80.92,89.72,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Olea europaea var. sylvestris
158386,S21,3e47ef06-c555-4a76-b41d-5ab136574753,249,1244,+,rep14a_4_rep(AUS0004p3),1-1010/1026,========/======,36/72,94.25,83.35,plasmidfinder,CP003354,rep14a_4_rep(AUS0004p3)_CP003354,NA,Olea europaea var. sylvestris
158386,S29,9807f07c-27c6-481d-852e-a9895cec9865,5900,7001,+,flgI,6-1109/1110,========/======,16-Dec,98.65,83.17,vfdb,NP_249775,(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],NA,Olea europaea var. sylvestris
158386,S21,6a2608a3-7167-4767-a93c-aeea745ba8c9,769,1761,+,rep14a_4_rep(AUS0004p3),6-1014/1026,========/======,15/32,96,88.4,plasmidfinder,CP003354,rep14a_4_rep(AUS0004p3)_CP003354,NA,Olea europaea var. sylvestris
158386,S29,9807f07c-27c6-481d-852e-a9895cec9865,4331,5090,+,flgG,10-762/786,========/======,14/27,94.53,82.47,vfdb,NP_249773,(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],NA,Olea europaea var. sylvestris
4533,A57,75175a26-9528-4f4c-9aff-64dbea214d31,12,615,+,rcsB,13-624/651,========/======,12-Oct,92.47,82.25,vfdb,WP_002913007,(rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044],NA,Oryza brachyantha
4533,S25,26351655-53f7-43b7-b1c8-82a489646233,14316,14637,-,YajC,1-328/339,========/======,12-Jun,94.1,83.38,card,VAOQ01003483.1:0-339,YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.,cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline,Oryza brachyantha
4533,S1,26e59ac5-d7f0-4baf-887f-428752759f98,2277,2414,+,PA1664,5-141/141,========/======,3-Feb,96.45,82.01,vfdb,NP_250355,(PA1664) hypothetical protein [HSI-2 (VF0943) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],NA,Oryza brachyantha
44249,A22,b0276ad4-85d7-4e89-af8f-afabbca51cae,932,1331,+,H-NS,1-402/414,========/======,8-Apr,95.89,81.48,card,BA000007.3:1738104-1737690,H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.,cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline,Paenibacillus
3073092,A57,3b5ad0b5-3789-4bcb-a6f9-b611d4c5aa4c,9694,10583,-,RAHN-1,1-888/888,========/======,22/28,98.54,87.15,card,NG_049975.1:100-988,RAHN-1 is a RAHN beta-lactamase.,cephalosporin,Paenibacillus sp. D2_2
2921495,S3,16d1cb9b-c6f0-4acc-b268-ce6500098cd2,5450,5731,-,Col440II_1,2-281/282,========/======,6-Feb,98.58,81.34,plasmidfinder,CP023921,Col440II_1__CP023921,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,04e2bdda-5d08-4ac9-8eda-52ca60c170c5,4993,5126,+,Col(pHAD28)_1,1-129/131,========/======,9-Mar,96.95,80.15,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,3ec920e3-8bce-477d-87fc-cdf4870c78f5,851,965,-,Col(pHAD28)_1,1-117/131,========/=====.,2-Feb,87.79,85.47,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,f4ac39d1-b022-45f1-8c80-5d3739142aa2,2672,2796,-,Col(pHAD28)_1,1-130/131,========/======,5-Feb,95.42,82.31,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,16d1cb9b-c6f0-4acc-b268-ce6500098cd2,928,1044,-,Col(pHAD28)_1,1-117/131,========/=====.,2-Feb,88.55,88.14,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,16d1cb9b-c6f0-4acc-b268-ce6500098cd2,3075,3199,+,Col(pHAD28)_1,1-129/131,========/======,4-Mar,95.42,84.5,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,16d1cb9b-c6f0-4acc-b268-ce6500098cd2,2225,2502,+,Col440II_1,2-281/282,========/======,4-Mar,98.23,80.78,plasmidfinder,CP023921,Col440II_1__CP023921,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,16a60dd2-b2ab-43a7-a6da-8b59c8aeb0f9,1607,1734,-,Col(pHAD28)_1,1-129/131,========/======,1-Jan,97.71,85.27,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,f4ac39d1-b022-45f1-8c80-5d3739142aa2,4495,4622,+,Col(pHAD28)_1,1-129/131,========/======,1-Jan,97.71,86.05,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,1ff78c42-a117-4ac3-a3c5-dc18fd01bba6,1608,1736,-,Col(pHAD28)_1,5-129/131,========/======,4-Feb,95.42,81.39,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,16d1cb9b-c6f0-4acc-b268-ce6500098cd2,1618,1889,-,Col440II_1,17-281/282,========/======,7-Mar,93.97,80.15,plasmidfinder,CP023921,Col440II_1__CP023921,NA,Paenibacillus sp. FSL K6-3182
2921495,S3,f4ac39d1-b022-45f1-8c80-5d3739142aa2,3381,3663,-,Col440II_1,2-281/282,========/======,3-Jan,99.29,81.98,plasmidfinder,CP023921,Col440II_1__CP023921,NA,Paenibacillus sp. FSL K6-3182
93217,S25,87c2ca3d-d130-48dd-98d9-002ed457d1bf,6898,7551,+,vfr,3-645/645,========/======,17-Sep,99.22,81.73,vfdb,NP_249343,(vfr) cAMP-regulatory protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],NA,Pandoraea
38727,S9,9bc3e3bf-99d7-4ce6-a0a9-34e356d8fdc6,4470,5859,-,smeS,1-1398/1404,========/======,36/72,96.72,84.89,card,AF173226.1:2441-1037,smeS is the protein kinase sensor component of a two component signal transduction system that includes smeR.,aminoglycoside;cephalosporin;cephamycin;penam,Panicum virgatum
38727,S32,5c193b67-661a-4cd1-a1e8-5fd0eac12854,5187,5299,+,Col(pHAD28)_1,19-131/131,..=============,0/0,86.26,81.42,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Panicum virgatum
38727,S30,f8ab8d3e-4f72-4a1a-aa4e-1a00eda84463,4740,5855,-,flgI,6-1110/1110,========/======,19/27,98.83,81.85,vfdb,NP_249775,(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],NA,Panicum virgatum
38727,S30,f8ab8d3e-4f72-4a1a-aa4e-1a00eda84463,6652,7407,-,flgG,1-762/786,========/======,16-Nov,95.55,83.18,vfdb,NP_249773,(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],NA,Panicum virgatum
38727,S9,9bc3e3bf-99d7-4ce6-a0a9-34e356d8fdc6,3803,4434,-,smeR,35-675/690,========/======,17/35,89.71,86.39,card,AF173226.1:1041-351,smeR is the responder component of a two component signal transduction system that includes smeS.,aminoglycoside;cephalosporin;cephamycin;penam,Panicum virgatum
38727,S30,f8ab8d3e-4f72-4a1a-aa4e-1a00eda84463,5887,6495,-,flgH,66-680/696,.=======/======,16-Dec,86.78,80.97,vfdb,NP_249774,(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],NA,Panicum virgatum
38727,S30,f8ab8d3e-4f72-4a1a-aa4e-1a00eda84463,10711,11142,-,flgC,7-441/441,========/======,19-Aug,96.15,81.26,vfdb,NP_249769,(flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],NA,Panicum virgatum
38727,S9,9bc3e3bf-99d7-4ce6-a0a9-34e356d8fdc6,5979,6961,+,smeA,1-1001/1197,========/====..,28/56,80.53,83.92,card,AF173226.1:2558-3755,smeA is the membrane fusion protein of the smeABC multidrug efflux complex in Stenotrophomonas maltophilia.,aminoglycoside;cephalosporin;cephamycin;penam,Panicum virgatum
121719,S36,439851f3-3b49-4ccc-a472-4880b742e54d,2739,3633,+,BKC-1,60-942/942,========/======,14/26,92.99,81.93,card,KP689347.1:9544-8602,BKC-1 is a beta-lactamase conferring resistance to carbapenem and is found in Brazilian Klebsiella.,carbapenem,Pannonibacter phragmitetus
53335,S30,af5668e3-3285-426a-b9fb-457277901b96,2759,3198,+,fur,1-438/453,========/======,14-Aug,95.36,80.72,vfdb,NP_459678,(fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],NA,Pantoea
53335,S30,762e0e83-1a27-44d6-baf5-b324b911ffcd,5695,6334,-,CRP,1-633/633,========/======,9-Jun,99.84,83.62,card,AP009048.1:4154296-4153663,CRP is a global regulator that represses MdtEF multidrug efflux pump expression.,fluoroquinolone;macrolide;penam,Pantoea
53335,S16,f8be4f81-3973-44fa-841a-67a94fe40272,1288,4396,+,oqxB,1-3119/3153,========/======,29/50,97.97,80.57,card,EU370913.1:47850-51003,RND efflux pump conferring resistance to fluoroquinolone.,diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline,Pantoea
53335,A52,af36f3c9-ec8d-4e75-8f0f-2c96d6487d23,1026,1425,+,H-NS,1-402/414,========/======,16-Nov,94.93,81.42,card,BA000007.3:1738104-1737690,H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.,cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline,Pantoea
53335,S32,6a533e2a-c469-463e-b773-60514ec9de05,5503,6130,-,CRP,1-633/633,========/======,5-Apr,99.21,84.04,card,AP009048.1:4154296-4153663,CRP is a global regulator that represses MdtEF multidrug efflux pump expression.,fluoroquinolone;macrolide;penam,Pantoea
53335,A53,1b42eedc-d63e-4a6a-ac8a-5e6e1f8fe126,4471,4872,-,H-NS,1-402/414,========/======,8-Apr,96.14,82.02,card,BA000007.3:1738104-1737690,H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.,cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline,Pantoea
53335,S32,25048436-24e0-489c-882a-890f5b7c795d,3742,4358,-,rcsB,13-624/651,========/======,15-Sep,93.24,80.06,vfdb,WP_002913007,(rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044],NA,Pantoea
549,A52,3fd8f64c-894b-4813-95b6-146ddd93c53f,263,1141,-,RAHN-1,1-888/888,========/======,9-Jun,98.99,90.54,card,NG_049975.1:100-988,RAHN-1 is a RAHN beta-lactamase.,cephalosporin,Pantoea agglomerans
549,S16,42eca560-4393-490e-8211-0df3756d235d,411,847,-,fur,1-438/453,========/======,5-May,96.03,80.68,vfdb,NP_459678,(fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],NA,Pantoea agglomerans
549,S31,08802b4d-99e3-4be2-90f8-0ca092099e92,1143,2891,+,tssF,1-1755/1755,========/======,18/30,98.97,80.14,vfdb,WP_004190505,(tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044],NA,Pantoea agglomerans
549,S30,9ddc3ecc-1f72-4e56-a13c-f5a7724fb9d7,1848,2287,+,fur,1-438/453,========/======,12-Jul,95.58,80.67,vfdb,NP_459678,(fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],NA,Pantoea agglomerans
549,S25,82499755-f0ec-400a-98ec-7a9aad31247a,4157,5226,-,flgI,34-1106/1110,========/======,17-Sep,95.77,81.67,vfdb,NP_249775,(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],NA,Pantoea agglomerans
549,S28,43c10d8a-2a8a-4a37-bf46-ff7232c287c1,5665,6153,+,hcp/tssD,1-488/492,========/======,11-Aug,98.17,83,vfdb,WP_002902160,(hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044],NA,Pantoea agglomerans
549,S25,82499755-f0ec-400a-98ec-7a9aad31247a,5265,5894,-,flgH,67-696/696,.=======/======,6-Jun,90.09,80.25,vfdb,NP_249774,(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],NA,Pantoea agglomerans
549,S31,8bcbe815-a3c5-47db-87c1-540ba651181d,1723,2347,+,CRP,1-633/633,========/======,16-Oct,98.1,81.95,card,AP009048.1:4154296-4153663,CRP is a global regulator that represses MdtEF multidrug efflux pump expression.,fluoroquinolone;macrolide;penam,Pantoea agglomerans
3074822,S32,114e650b-f079-4c38-aae5-e3203d3ba0f8,626,1061,-,fur,3-438/453,========/======,4-Apr,95.81,81.73,vfdb,NP_459678,(fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],NA,Pantoea alfalfae
1891675,S14,47f4cd64-4f69-49b8-ab65-28c73e287a8c,2439,2566,+,Col(pHAD28)_1,1-129/131,========/======,1-Jan,97.71,82.17,plasmidfinder,KU674895,Col(pHAD28)_1__KU674895,NA,Pantoea alhagi
1891675,S14,47f4cd64-4f69-49b8-ab65-28c73e287a8c,1536,1818,+,Col440II_1,2-281/282,========/======,7-Apr,98.58,81.75,plasmidfinder,CP023921,Col440II_1__CP023921,NA,Pantoea alhagi
